//	Variables Used
//
//////////////////////////
//
//	vDamage - All Types of Damage
//	vDelay - Reload Time
//	vDeviation
//	vPowCost - Power Costs
//	vRange - Weapons Range ONLY! Not used for AoE Effect Range
//	vEffectiveRange - Effective Range
//	vMinDmg - Lowest Damage
//	vWasteHeat - Heat Needed
//	vAoE_Range - Range AoE Weapons Effect
//	vRequiredCharge - Charge needed for Charge to Fire
//	vSpeed - Weapon Speed
// 	vMinHit - Minimum Hit Chance
// 	vAccuracy - Hit Chance
//
//////////////////////////



System: CoolantSys
	Name: #SS_COOLANT_NAME
	Durability: 50 * Size * (1 + (HPLevel * GA_TECH_INCREASE)) * GAME_SUBSYS_MULT
	Mass: (50 * Size) / (1 + (0.1 * MassLevel))
	
	vMetal: (360 * Size) / (1 + (0.1 * DiscountLevel))
	vElec: (90 * Size) / (1 + (0.1 * DiscountLevel))
	vParts: (45 * Size) / (1 + (0.1 * DiscountLevel))
	vLabor: (12 * Size) / (1 + (0.1 * DiscountLevel))
	Costs: Metals[vMetal], Electronics[vElec], AdvParts[vParts], Labr[vLabor]
	Complexity: 1
	
	vControl: (Size * 30 * (Scale / Object.Scale)) / (1 + (0.1 * ControlLevel))
	vPower: (Size * 45 * (Scale / Object.Scale)) / (1 + (0.1 * EfficiencyLevel))

	vRangeModifier: 1 - (0.25 - (0.01 * ModifierLevel)
	vMountMulti: 1 + (0.01 * ModifierLevel)

	Alters: GASubSysAlterations::makeRapidMount[Size * vMountMulti][vRangeModifier]

	Consumes:
		To Run:
			Power[vPower]
	
	Requires:
		To Run: Control[vControl]
		
	Hints: Local/RangeUp[vRangeModifier -1]
		

System: OversizeMount
	Name: #SS_OVRSIZMOUNT_NAME
	Description: #SS_OVRSIZMOUNT_DESC
	Appearance: OversizeModification	
	Explosion: subsystem_destroyed

	Tags: Link
	Tied To: WeapMod_Root 0

	Available: Techs.WeapMod_Root.Level  > 0
	Level: Techs.WeapMod_Root.Level 
	ModifierLevel: Techs.WeapMod_Root.Level
	ControlLevel: Techs.WeapMod_Control.Level As Level
	EfficiencyLevel: Techs.WeapMod_Efficiency.Level As Level
	DiscountLevel: Techs.WeapMod_Cost.Level As Level
	HPLevel: Techs.Materials_Root.Level As Level
	MassLevel: Techs.Materials_Lightweight.Level As Level

	Size: Scale
	Durability: 50 * Size * (1 + (HPLevel * GA_TECH_INCREASE)) * GAME_SUBSYS_MULT
	Mass: (50 * Size) / (1 + (0.1 * MassLevel))
	
	vMetal: (450 * Size) / (1 + (0.1 * DiscountLevel))
	vElec: (150 * Size) / (1 + (0.1 * DiscountLevel))
	vParts: (75 * Size) / (1 + (0.1 * DiscountLevel))
	vLabor: (15 * Size) / (1 + (0.1 * DiscountLevel))
	Costs: Metals[vMetal], Electronics[vElec], AdvParts[vParts], Labr[vLabor]
	Complexity: 1

	vControl: (Size * 60 * (Scale / Object.Scale)) / (1 + (0.1 * ControlLevel))
	vPower: (Size * 45 * (Scale / Object.Scale)) / (1 + (0.1 * EfficiencyLevel))
	
	vDamageUp: 1 + ((0.5 + (0.01 * ModifierLevel)) * (Scale/Object.Scale))		//(1 + (0.01 * ModifierLevel)) + (0.5 * (Scale/Object.Scale))
	vDelayFactor: 1 + ((0.3 - (0.01 * ModifierLevel)) * (Scale/Object.Scale))
	vRangeUp: 1 + ((0.3 + (0.01 * ModifierLevel)) * (Scale/Object.Scale))
	vBonusHP: Size * (1 + (0.25 * (Scale/Object.Scale)))
	vAmmoUseUp: 1 + (0.5 * (Scale/Object.Scale)) / (1 + (0.05 * EfficiencyLevel))
	vPowCostUp: 1 + (0.5 * (Scale/Object.Scale)) / (1 + (0.05 * EfficiencyLevel))
	vWasteHeatUp: 1 + (0.5 * (Scale/Object.Scale)) / (1 + (0.05 * EfficiencyLevel))

	Alters: GASubSysAlterations::improveAll[Scale][vRangeUp][vDelayFactor][vBonusHP][vDamageUp][vAmmoUseUp][vPowCostUp][vWasteHeatUp]

	Consumes:
		To Run:
			Power[vPower]
	
	Requires:
		To Run: Control[vControl]
	
	Hints: Local/FireSpeedUp[1 / vDelayFactor], Local/RangeUp[vRangeUp], Local/DamageMultiplier[vDamageUp], Local/BonusHP[vBonusHP], Local/AmmoUseMultiplier[vAmmoUseUp], Local/PowCostMultiplier[vPowCostUp], Local/HeatFactor[vWasteHeatUp]


System: MassMount
	Name: #SS_MASSMOUNT_NAME
	Description: #SS_MASSMOUNT_DESC
	Appearance: MassMount
	Explosion: subsystem_destroyed

	Tags: Link, Require:HugeHull
	Tied To: WeapMod_Root 0

	Available: Techs.WeapMod_Root.Level  > 0
	Level: Techs.WeapMod_Root.Level 
	ModifierLevel: Techs.WeapMod_Root.Level
	ControlLevel: Techs.WeapMod_Control.Level As Level
	EfficiencyLevel: Techs.WeapMod_Efficiency.Level As Level
	DiscountLevel: Techs.WeapMod_Cost.Level As Level
	HPLevel: Techs.Materials_Root.Level As Level
	MassLevel: Techs.Materials_Lightweight.Level As Level

	Size: Scale
	Durability: 50 * Size * (1 + (HPLevel * GA_TECH_INCREASE)) * GAME_SUBSYS_MULT
	Mass: (50 * Size) / (1 + (0.1 * MassLevel))
	
	vMetal: (480 * Size) / (1 + (0.1 * DiscountLevel))
	vElec: (180 * Size) / (1 + (0.1 * DiscountLevel))
	vParts: (90 * Size) / (1 + (0.1 * DiscountLevel))
	vLabor: (15 * Size) / (1 + (0.1 * DiscountLevel))
	Costs: Metals[vMetal], Electronics[vElec], AdvParts[vParts], Labr[vLabor]
	Complexity: 1
	
	vControl: (Size * 60 * (Scale / Object.Scale)) / (1 + (0.1 * ControlLevel))
	vPower: (Size * 60 * (Scale / Object.Scale)) / (1 + (0.1 * EfficiencyLevel))

	vRangeModifier: 1 - (0.35 - (0.01 * ModifierLevel)
	vMountMulti: 1.4 + (0.015 * ModifierLevel)

	Alters: GASubSysAlterations::makeRapidMount[Size * vMountMulti][vRangeModifier]

	Consumes:
		To Run:
			Power[vPower]
	
	Requires:
		To Run: Control[vControl]
		
	Hints: Local/RangeUp[vRangeModifier -1]


System: ExtendedMagazine
	Name: #SS_EXMAG_NAME
	Description: #SS_EXMAG_DESC
	Appearance: ExtendedMagazine
	Explosion: subsystem_destroyed

	Tags: Link
	Tied To: WeapMod_Root 0

	Available: Techs.WeapMod_Root.Level  > 0
	Level: Techs.WeapMod_Root.Level 
	ModifierLevel: Techs.WeapMod_Root.Level
	ControlLevel: Techs.WeapMod_Control.Level As Level
	EfficiencyLevel: Techs.WeapMod_Efficiency.Level As Level
	DiscountLevel: Techs.WeapMod_Cost.Level As Level
	HPLevel: Techs.Materials_Root.Level As Level
	MassLevel: Techs.Materials_Lightweight.Level As Level

	Size: Scale
	Durability: 50 * Size * (1 + (HPLevel * GA_TECH_INCREASE)) * GAME_SUBSYS_MULT
	Mass: (50 * Size) / (1 + (0.1 * MassLevel))
	
	vMetal: (150 * Size) / (1 + (0.1 * DiscountLevel))
	vElec: (45 * Size) / (1 + (0.1 * DiscountLevel))
	vParts: (15 * Size) / (1 + (0.1 * DiscountLevel))
	vLabor: (9 * Size) / (1 + (0.1 * DiscountLevel))
	Costs: Metals[vMetal], Electronics[vElec], AdvParts[vParts], Labr[vLabor]
	Complexity: 1
	
	vControl: (Size * 6 * (Scale / Object.Scale)) / (1 + (0.1 * ControlLevel))
	vPower: (Size * 18 * (Scale / Object.Scale)) / (1 + (0.1 * EfficiencyLevel))
	
	vMagExtension: (1 + (0.25 * floor((Scale / Object.Scale) / 0.25))) * (1 + (0.025 * ModifierLevel))
	
	Alters: GASubSysAlterations::alterClipSize[vMagExtension]

	Consumes:
		To Run:
			Power[vPower]
	
	Requires:
		To Run: Control[vControl]
	
	Hints: Local/MagExtension[vMagExtension]
		
		
System: DamageSys
	Name: #SS_DAMAGESYS_NAME
	Description: #SS_DAMAGESYS_DESC
	Appearance: DamageBooster	
	Explosion: subsystem_destroyed

	Tags: Link
	Tied To: WeapMod_Root 0

	Available: Techs.WeapMod_Root.Level  > 0
	Level: Techs.WeapMod_Root.Level 
	ModifierLevel: Techs.WeapMod_Root.Level
	ControlLevel: Techs.WeapMod_Control.Level As Level
	EfficiencyLevel: Techs.WeapMod_Efficiency.Level As Level
	DiscountLevel: Techs.WeapMod_Cost.Level As Level
	HPLevel: Techs.Materials_Root.Level As Level
	MassLevel: Techs.Materials_Lightweight.Level As Level

	Size: Scale
	Durability: 50 * Size * (1 + (HPLevel * GA_TECH_INCREASE)) * GAME_SUBSYS_MULT
	Mass: (50 * Size) / (1 + (0.1 * MassLevel))
	
	vMetal: (150 * Size) / (1 + (0.1 * DiscountLevel))
	vElec: (60 * Size) / (1 + (0.1 * DiscountLevel))
	vParts: (120 * Size) / (1 + (0.1 * DiscountLevel))
	vLabor: (12 * Size) / (1 + (0.1 * DiscountLevel))
	Costs: Metals[vMetal], Electronics[vElec], AdvParts[vParts], Labr[vLabor]
	Complexity: 1

	vControl: (Size * 30 * (Scale / Object.Scale)) / (1 + (0.1 * ControlLevel))
	vPower: (Size * 12 * (Scale / Object.Scale)) / (1 + (0.1 * EfficiencyLevel))

	vDamageUp: 1 + ((0.5 + (0.01 * ModifierLevel)) * (Scale/Object.Scale))
	vAmmoUseUp: 1 + ((0.6 - (0.01 * EfficiencyLevel)) * (Scale/Object.Scale))
	vPowCostUp: 1 + ((0.6 - (0.01 * EfficiencyLevel)) * (Scale/Object.Scale))
	vWasteHeatUp: 1 + ((0.6 - (0.01 * EfficiencyLevel)) * (Scale/Object.Scale))

	Alters: GASubSysAlterations::alterDamage[vDamageUp][vAmmoUseUp][vPowCostUp][vWasteHeatUp]

	Consumes:
		To Run:
			Power[vPower]
	
	Requires:
		To Run: Control[vControl]
	
	Hints: Local/DamageMultiplier[vDamageUp], Local/AmmoUseMultiplier[vAmmoUseUp], Local/PowCostMultiplier[vPowCostUp], Local/HeatFactor[vWasteHeatUp]		
	
